	gold	narrative	brc	sum	ARG0	va_key	ARG1
2417	videos ** SHOW ** chinese people eating bats as experts link animal coronavirus outbreak	videos ** SHOW ** chinese people eating bats as experts link animal coronavirus outbreak - coronovirus @prisonplanet	889	9	videos	SHOW	chinese people eating bats as experts link animal coronavirus outbreak
2418	videos ** SHOW ** wuhan coronavirus patients transported boxes plastic tubes stop deadly di	videos ** SHOW ** wuhan coronavirus patients transported boxes plastic tubes stop deadly di	832	1	videos	SHOW	wuhan coronavirus patients transported boxes plastic tubes stop deadly di
2419	vietnam ** AFFIRM ** two cases coronavirus	vietnam ** AFFIRM ** two cases coronavirus	1014	2	vietnam	AFFIRM	two cases coronavirus
2420	vietnam ’s health ministry ** AFFIRM ** chinese father son hospitalized wednesday fevers test	vietnam ’s health ministry ** AFFIRM ** chinese father son hospitalized wednesday fevers test	684	1	vietnam ’s health ministry	AFFIRM	chinese father son hospitalized wednesday fevers test
2421	violent crime ** KILL ** 10 000 women men	violent crime ** KILL ** 10 000 women men	1208	1	violent crime	KILL	10 000 women men
2422	viral ** ASK_REQUEST ** discuss lgbtq issues	the gayness ** REACH ** epidemic level	1286	4	viral	ASK_REQUEST	discuss lgbtq issues
2423	viral ** ASK_REQUEST ** discuss lgbtq issues	viral ** ASK_REQUEST ** discuss lgbtq issues	1286	4	viral	ASK_REQUEST	discuss lgbtq issues
2424	virginia lawmakers ** INSERT ** legislation addresses	virginia lawmakers ** INSERT ** legislation addresses	1122	1	virginia lawmakers	INSERT	legislation addresses
2425	virologist ** HELP_HEAL_CARE_CURE ** identify sars coronavirus outbreak ' this time	virologist ** HELP_HEAL_CARE_CURE ** identify sars coronavirus outbreak ' this time	1015	2	virologist	HELP_HEAL_CARE_CURE	identify sars coronavirus outbreak ' this time
2426	virologist ** HELP_HEAL_CARE_CURE ** identify sars coronavirus outbreak ' this time	virologist ** RECOGNIZE_ADMIT_IDENTIFY ** sars coronavirus outbreak	1015	2	virologist	HELP_HEAL_CARE_CURE	identify sars coronavirus outbreak ' this time
2427	virtually one ** AUTHORIZE_ADMIT ** lea	virtually one ** AUTHORIZE_ADMIT ** lea	1642	1	virtually one	AUTHORIZE_ADMIT	lea
2428	virus ** KILL ** 17	deadly virus ** ASK_REQUEST ** 17 lives	929	16	virus	KILL	17
2429	virus ** KILL ** 17	virus ** KILL ** 17	929	16	virus	KILL	17
2430	virus ** KILL ** 6 china	virus ** KILL ** 6 china	753	1	virus	KILL	6 china
2431	visit ** STOP ** animal markets touch animals handle animal products	visit ** STOP ** animal markets touch animals handle animal products	25	1	visit	STOP	animal markets touch animals handle animal products
2432	visit healthcare provider ** REVEAL ** recent travel info	visit healthcare provider ** REVEAL ** recent travel info	436	1	visit healthcare provider	REVEAL	recent travel info
2433	volunteers ** WORK ** hard end gun violence	volunteers ** WORK ** hard end gun violence	1209	1	volunteers	WORK	hard end gun violence
2434	voted charleston loophole ** AUTHORIZE_ADMIT ** dylann roof get gun	voted charleston loophole ** AUTHORIZE_ADMIT ** dylann roof get gun	1164	1	voted charleston loophole	AUTHORIZE_ADMIT	dylann roof get gun
2435	wangyibo public service ** MOVE-SOMETHING ** coronavirus outbreak	wangyibo public service ** MOVE-SOMETHING ** coronavirus outbreak	833	4	wangyibo public service	MOVE-SOMETHING	coronavirus outbreak
2436	wangyibo public service msg coronavirus outbreak ** DRESS_WEAR ** masks wash hands	wangyibo public service msg coronavirus outbreak ** DRESS_WEAR ** masks wash hands	1054	4	wangyibo public service msg coronavirus outbreak	DRESS_WEAR	masks wash hands
2437	wash hands handling food ** TAKE ** time	wash hands handling food ** TAKE ** time	48	1	wash hands handling food	TAKE	time
2438	washing hands 20 seconds ** FEEL ** long	washing hands 20 seconds ** FEEL ** long	207	1	washing hands 20 seconds	FEEL	long
2439	washing hands 20 seconds ** HELP_HEAL_CARE_CURE ** keep	washing hands 20 seconds ** HELP_HEAL_CARE_CURE ** keep	1506	1	washing hands 20 seconds	HELP_HEAL_CARE_CURE	keep
2440	washington state secretary health john wiesman ** LOAD_PROVIDE_CHARGE_FURNISH ** update coronavirus	washington state secretary health john wiesman ** LOAD_PROVIDE_CHARGE_FURNISH ** update coronavirus	641	1	washington state secretary health john wiesman	LOAD_PROVIDE_CHARGE_FURNISH	update coronavirus
2441	watch 1 2 wuhan * unprecedented * lockdown slow ** CIRCULATE_SPREAD_DISTRIBUTE ** deadly coronavirus	watch 1 2 wuhan * unprecedented * lockdown slow ** CIRCULATE_SPREAD_DISTRIBUTE ** deadly coronavirus	805	1	watch 1 2 wuhan * unprecedented * lockdown slow	CIRCULATE_SPREAD_DISTRIBUTE	deadly coronavirus
2442	watch coronavirus outbreak ** RAISE ** international concerns youtube	watch coronavirus outbreak ** RAISE ** international concerns youtube	642	2	watch coronavirus outbreak	RAISE	international concerns youtube
2443	watch coronavirus outbreak ** RAISE ** international concerns youtube	ya'll ** FOCUS ** innocent woman 's video coronavirus spreading fast	642	2	watch coronavirus outbreak	RAISE	international concerns youtube
2444	we ** AFFIRM ** system collapsing 5 years ago	we ** AFFIRM ** system collapsing 5 years ago	1165	1	we	AFFIRM	system collapsing 5 years ago
2445	we ** AMASS ** tabulated epidemiological data	we ** AMASS ** tabulated epidemiological data	1316	1	we	AMASS	tabulated epidemiological data
2446	we ** AMELIORATE ** medicare program	we ** AMELIORATE ** medicare program	1483	2	we	AMELIORATE	medicare program
2447	we ** AMELIORATE ** medicare program	we ** STOP ** hospitals overcharging	1483	2	we	AMELIORATE	medicare program
2448	we ** AMELIORATE ** provincial center diseases control	we ** AMELIORATE ** provincial center diseases control	915	2	we	AMELIORATE	provincial center diseases control
2449	we ** APPROVE_PRAISE ** researchers health	we ** APPROVE_PRAISE ** researchers health	1507	2	we	APPROVE_PRAISE	researchers health
2450	we ** APPROVE_PRAISE ** researchers health	we ** AUXILIARY ** thank researchers health	1507	2	we	APPROVE_PRAISE	researchers health
2451	we ** ARRIVE ** epidemic incompetent corrupt government history	we ** ARRIVE ** epidemic incompetent corrupt government history	1166	1	we	ARRIVE	epidemic incompetent corrupt government history
2452	we ** BEGIN ** look techniques tackle vaping epidemic	we ** BEGIN ** look techniques tackle vaping epidemic	1091	1	we	BEGIN	look techniques tackle vaping epidemic
2453	we ** BELIEVE ** risk	we ** BELIEVE ** risk	182	1	we	BELIEVE	risk
2454	we ** BELIEVE ** risk public low	we ** BELIEVE ** risk public low	1210	1	we	BELIEVE	risk public low
2455	we ** BREAK_DETERIORATE ** epidemic aids	we ** BREAK_DETERIORATE ** epidemic aids	1290	1	we	BREAK_DETERIORATE	epidemic aids
2456	we ** CALCULATE_ESTIMATE ** total 4 000 cases 2019-ncov	we ** CALCULATE_ESTIMATE ** total 4 000 cases 2019-ncov	1317	1	we	CALCULATE_ESTIMATE	total 4 000 cases 2019-ncov
2457	we ** CHASE ** 2019-ncov spread real - time	we ** CHASE ** 2019-ncov spread real - time	656	12	we	CHASE	2019-ncov spread real - time
2458	we ** CONTINUE ** coverage	we ** CONTINUE ** coverage	1713	1	we	CONTINUE	coverage
2459	we ** DISCOURSE-FUNCTION ** techniques tackle vaping epidemic	we ** DISCOURSE-FUNCTION ** techniques tackle vaping epidemic	1112	1	we	DISCOURSE-FUNCTION	techniques tackle vaping epidemic
2460	we ** DISLIKE ** back trump	we ** DISLIKE ** back trump	1764	1	we	DISLIKE	back trump
2461	we ** DRIVE-BACK ** database ncov2019	we ** DRIVE-BACK ** database ncov2019	1643	1	we	DRIVE-BACK	database ncov2019
2462	we ** FACE_CHALLENGE ** an epidemic anti - semitism	we ** FACE_CHALLENGE ** an epidemic anti - semitism	98	1	we	FACE_CHALLENGE	an epidemic anti - semitism
2463	we ** FACE_CHALLENGE ** with a global epidemic	we ** FACE_CHALLENGE ** with a global epidemic	1346	1	we	FACE_CHALLENGE	with a global epidemic
2464	we ** FIND ** ourselves	we ** FIND ** ourselves	183	1	we	FIND	ourselves
2465	we ** FOLLOW_SUPPORT_SPONSOR_FUND ** workers employers	we ** FOLLOW_SUPPORT_SPONSOR_FUND ** workers employers	1588	1	we	FOLLOW_SUPPORT_SPONSOR_FUND	workers employers
2466	we ** GIVE_GIFT ** attention ideel members sylvia becker - dreps natalie bowman they 've wr	we ** GIVE_GIFT ** attention ideel members sylvia becker - dreps natalie bowman they 've wr	1619	1	we	GIVE_GIFT	attention ideel members sylvia becker - dreps natalie bowman they 've wr
2467	we ** HEAR_LISTEN ** one major concerns	we ** HEAR_LISTEN ** one major concerns	1765	1	we	HEAR_LISTEN	one major concerns
2468	we ** HELP_HEAL_CARE_CURE ** next pandemic	we ** HELP_HEAL_CARE_CURE ** next pandemic	1347	1	we	HELP_HEAL_CARE_CURE	next pandemic
2469	we ** IMAGINE ** crisis	we ** IMAGINE ** crisis	184	1	we	IMAGINE	crisis
2470	we ** IMPLY ** satanic globalist operating country cdc	we ** IMPLY ** satanic globalist operating country cdc	1574	1	we	IMPLY	satanic globalist operating country cdc
2471	we ** KNOW ** what	we ** KNOW ** what	185	4	we	KNOW	what
2472	we ** LIKE ** tulsi do n’t	we ** LIKE ** tulsi do n’t	186	1	we	LIKE	tulsi do n’t
2473	we ** MANAGE ** president	we ** MANAGE ** president	1766	1	we	MANAGE	president
2474	we ** MANAGE ** well ” @realdonaldtrump praises @cdcgov first case	we ** MANAGE ** well ” @realdonaldtrump praises @cdcgov first case	1558	2	we	MANAGE	well ” @realdonaldtrump praises @cdcgov first case
2475	we ** OBTAIN ** accurate count way chinese handling	we ** OBTAIN ** accurate count way chinese handling	437	1	we	OBTAIN	accurate count way chinese handling
2476	we ** OBTAIN ** guns community end epidemic gun violence	these gun laws ** INCITE_INDUCE ** us safer- responsible gunviolence epidemic	1207	7	we	OBTAIN	guns community end epidemic gun violence
2477	we ** OBTAIN ** guns community end epidemic gun violence	we ** OBTAIN ** guns community end epidemic gun violence	1207	7	we	OBTAIN	guns community end epidemic gun violence
2478	we ** OBTAIN ** zero hiv stigma san francisco success ending	we ** OBTAIN ** zero hiv stigma san francisco success ending	1211	1	we	OBTAIN	zero hiv stigma san francisco success ending
2479	we ** ORGANIZE ** hospital cough running nose fever itchy s	we ** ORGANIZE ** hospital cough running nose fever itchy s	1348	1	we	ORGANIZE	hospital cough running nose fever itchy s
2480	we ** PAY ** attention	we ** LIKE ** vigilance	187	3	we	PAY	attention
2481	we ** PAY ** attention	we ** PAY ** attention	187	3	we	PAY	attention
2482	we ** POSSESS ** full genetic sequence	we ** POSSESS ** full genetic sequence	1457	1	we	POSSESS	full genetic sequence
2483	we ** PUT_APPLY_PLACE_PAVE ** phones	we ** PUT_APPLY_PLACE_PAVE ** phones	1620	2	we	PUT_APPLY_PLACE_PAVE	phones
2484	we ** PUT_APPLY_PLACE_PAVE ** phones	you ** PUT_APPLY_PLACE_PAVE ** twittershorts	1620	2	we	PUT_APPLY_PLACE_PAVE	phones
2485	we ** RECEIVE ** lots qu	we ** RECEIVE ** lots qu	188	3	we	RECEIVE	lots qu
2486	we ** RECOGNIZE_ADMIT_IDENTIFY ** the drug targets	we ** RECOGNIZE_ADMIT_IDENTIFY ** the drug targets	208	1	we	RECOGNIZE_ADMIT_IDENTIFY	the drug targets
2487	we ** REQUIRE_NEED_WANT_HOPE ** avoid drama filmed stories generated media pay attention statements cdc	we ** REQUIRE_NEED_WANT_HOPE ** avoid drama filmed stories generated media pay attention statements cdc	1714	1	we	REQUIRE_NEED_WANT_HOPE	avoid drama filmed stories generated media pay attention statements cdc
2488	we ** REQUIRE_NEED_WANT_HOPE ** cdc explain us	we ** REQUIRE_NEED_WANT_HOPE ** cdc explain us	1715	2	we	REQUIRE_NEED_WANT_HOPE	cdc explain us
2489	we ** REQUIRE_NEED_WANT_HOPE ** clean room offer sacrifices god	we ** REQUIRE_NEED_WANT_HOPE ** clean room offer sacrifices god	1716	1	we	REQUIRE_NEED_WANT_HOPE	clean room offer sacrifices god
2490	we ** REQUIRE_NEED_WANT_HOPE ** discount one	we ** REQUIRE_NEED_WANT_HOPE ** discount one	1717	1	we	REQUIRE_NEED_WANT_HOPE	discount one
2491	we ** REQUIRE_NEED_WANT_HOPE ** give attention ideel members sylvia becker - dreps natalie bowman they 've wr	we ** REQUIRE_NEED_WANT_HOPE ** give attention ideel members sylvia becker - dreps natalie bowman they 've wr	1718	1	we	REQUIRE_NEED_WANT_HOPE	give attention ideel members sylvia becker - dreps natalie bowman they 've wr
2492	we ** REQUIRE_NEED_WANT_HOPE ** know soon possible city must respond immediately urgently prevent loss life	we ** REQUIRE_NEED_WANT_HOPE ** know soon possible city must respond immediately urgently prevent loss life	1719	1	we	REQUIRE_NEED_WANT_HOPE	know soon possible city must respond immediately urgently prevent loss life
2493	we ** REQUIRE_NEED_WANT_HOPE ** memorial plaques sacrificed lives w	we ** REQUIRE_NEED_WANT_HOPE ** memorial plaques sacrificed lives w	1720	1	we	REQUIRE_NEED_WANT_HOPE	memorial plaques sacrificed lives w
2494	we ** REQUIRE_NEED_WANT_HOPE ** put phones down	we ** REQUIRE_NEED_WANT_HOPE ** put phones down	1721	1	we	REQUIRE_NEED_WANT_HOPE	put phones down
2495	we ** REQUIRE_NEED_WANT_HOPE ** share news	we ** REQUIRE_NEED_WANT_HOPE ** share news	1722	1	we	REQUIRE_NEED_WANT_HOPE	share news
2496	we ** REQUIRE_NEED_WANT_HOPE ** skil	we ** REQUIRE_NEED_WANT_HOPE ** skil	1723	1	we	REQUIRE_NEED_WANT_HOPE	skil
2497	we ** REQUIRE_NEED_WANT_HOPE ** travel ban	we ** REQUIRE_NEED_WANT_HOPE ** travel ban	1724	1	we	REQUIRE_NEED_WANT_HOPE	travel ban
2498	we ** REQUIRE_NEED_WANT_HOPE ** what ’s bottom line 3 questions wuhan	we ** REQUIRE_NEED_WANT_HOPE ** what ’s bottom line 3 questions wuhan	1725	1	we	REQUIRE_NEED_WANT_HOPE	what ’s bottom line 3 questions wuhan
2499	we ** SEE ** decades	we ** SEE ** decades	209	1	we	SEE	decades
2500	we ** SEE ** get worse steadily next 2 - 4 weeks infec	we ** SEE ** get worse steadily next 2 - 4 weeks infec	1682	1	we	SEE	get worse steadily next 2 - 4 weeks infec
2501	we ** SEE ** misapplication misunderstanding r0 2003 sars outbreak	we ** SEE ** misapplication misunderstanding r0 2003 sars outbreak	643	1	we	SEE	misapplication misunderstanding r0 2003 sars outbreak
2502	we ** SEE ** relatively early stages dem - mentia epidemic	we ** SEE ** relatively early stages dem - mentia epidemic	1234	1	we	SEE	relatively early stages dem - mentia epidemic
2503	we ** SEE ** week	we ** SEE ** week	189	94	we	SEE	week
2504	we ** SEE ** wuhan quickly zoonotic viruses go infecting one person impacting millions lives	we ** SEE ** wuhan quickly zoonotic viruses go infecting one person impacting millions lives	712	1	we	SEE	wuhan quickly zoonotic viruses go infecting one person impacting millions lives
2505	we ** SUBJECTIVE-JUDGING ** 482 cases 473 china 9 deaths incl	we ** SUBJECTIVE-JUDGING ** 482 cases 473 china 9 deaths incl	315	1	we	SUBJECTIVE-JUDGING	482 cases 473 china 9 deaths incl
2506	we ** TURN_CHANGE-DIRECTION ** smokers vapers	we ** TURN_CHANGE-DIRECTION ** smokers vapers	1113	1	we	TURN_CHANGE-DIRECTION	smokers vapers
2507	we ** VERIFY ** popular animated movies	we ** VERIFY ** popular animated movies	190	1	we	VERIFY	popular animated movies
2508	we continuing coverage ** COME-FROM ** ncov2019 outbreak	we continuing coverage ** COME-FROM ** ncov2019 outbreak	1055	1	we continuing coverage	COME-FROM	ncov2019 outbreak
2509	we heartbroken ** HEAR_LISTEN ** sudden loss rocky johnson due blood clot	we heartbroken ** HEAR_LISTEN ** sudden loss rocky johnson due blood clot	1683	1	we heartbroken	HEAR_LISTEN	sudden loss rocky johnson due blood clot
2510	weatherpicofday ground - end strong rope - shaped tornado ** REACH ** i-40	weatherpicofday ground - end strong rope - shaped tornado ** REACH ** i-40	438	1	weatherpicofday ground - end strong rope - shaped tornado	REACH	i-40
2511	wechat unconfirmed sources ** AFFIRM ** wuhan people struggling safety medical resources	wechat unconfirmed sources ** AFFIRM ** wuhan people struggling safety medical resources	569	1	wechat unconfirmed sources	AFFIRM	wuhan people struggling safety medical resources
2512	wednesday ** WATCH_LOOK-OUT ** 16 people came close contac	wednesday ** WATCH_LOOK-OUT ** 16 people came close contac	1684	1	wednesday	WATCH_LOOK-OUT	16 people came close contac
2513	weird cdc ** SHOW ** level 3	weird cdc ** SHOW ** level 3	1575	1	weird cdc	SHOW	level 3
2514	well ** AFFIRM ** ago wuhan pneumonia infectious among human beings	chinese media ** AFFIRM ** first case viral pneumonia wuhan reported dec . 8 local gove	695	6	well	AFFIRM	ago wuhan pneumonia infectious among human beings
2515	well ** AFFIRM ** ago wuhan pneumonia infectious among human beings	well ** AFFIRM ** ago wuhan pneumonia infectious among human beings	695	6	well	AFFIRM	ago wuhan pneumonia infectious among human beings
2516	well ** WRITE ** it	well ** WRITE ** it	134	1	well	WRITE	it
2517	well - known sars expert ** RAISE ** ala	well - known sars expert ** RAISE ** ala	685	1	well - known sars expert	RAISE	ala
2518	wenzhou ** HELP_HEAL_CARE_CURE ** track 26 500 people travelled wuhan	wenzhou ** HELP_HEAL_CARE_CURE ** track 26 500 people travelled wuhan	262	1	wenzhou	HELP_HEAL_CARE_CURE	track 26 500 people travelled wuhan
2519	west virginia hard - hit opioid epidemic ** FACE_CHALLENGE ** child welfare crisis	west virginia hard - hit opioid epidemic ** FACE_CHALLENGE ** child welfare crisis	1212	2	west virginia hard - hit opioid epidemic	FACE_CHALLENGE	child welfare crisis
2520	west virginia hard - hit opioid epidemic ** FACE_CHALLENGE ** child welfare crisis	what opioid - related legislation state proposing year in missouri hb 1667 ** ESTABLISH ** state 's	1212	2	west virginia hard - hit opioid epidemic	FACE_CHALLENGE	child welfare crisis
2521	west virginia schools ** MOUNT_ASSEMBLE_PRODUCE ** heroin drug jokes	west virginia schools ** MOUNT_ASSEMBLE_PRODUCE ** heroin drug jokes	1213	2	west virginia schools	MOUNT_ASSEMBLE_PRODUCE	heroin drug jokes
2522	western ** AFFIRM ** us	western ** AFFIRM ** us	1167	1	western	AFFIRM	us
2523	wevapewevote ** RESIGN_RETIRE ** harmreduction combustable cigarettes	wevapewevote ** RESIGN_RETIRE ** harmreduction combustable cigarettes	1114	1	wevapewevote	RESIGN_RETIRE	harmreduction combustable cigarettes
2524	we’re ** WORK ** route flights	we’re ** WORK ** route flights	521	1	we’re	WORK	route flights
2525	what ** BEGIN ** unknown virus	what ** BEGIN ** unknown virus	947	1	what	BEGIN	unknown virus
2526	what ** IMPLY ** dense breasts read new resource learn	what ** IMPLY ** dense breasts read new resource learn	99	1	what	IMPLY	dense breasts read new resource learn
2527	what ** PROPOSE ** body - shaming buzzwords fueling mental health epidemic highly profitab	what ** PROPOSE ** body - shaming buzzwords fueling mental health epidemic highly profitab	1214	3	what	PROPOSE	body - shaming buzzwords fueling mental health epidemic highly profitab
2528	what ** THINK ** data point	what ** THINK ** data point	100	1	what	THINK	data point
2529	what cancelling policy ** SUBJECTIVE-JUDGING ** this	what cancelling policy ** SUBJECTIVE-JUDGING ** this	1168	1	what cancelling policy	SUBJECTIVE-JUDGING	this
2530	what coronavirus possible issue americans near future joe alton md ** DISCUSS ** ne	what coronavirus possible issue americans near future joe alton md ** DISCUSS ** ne	644	1	what coronavirus possible issue americans near future joe alton md	DISCUSS	ne
2531	what nigerian government ** STOP ** new chinese corona virus outbreak	what nigerian government ** STOP ** new chinese corona virus outbreak	881	1	what nigerian government	STOP	new chinese corona virus outbreak
2532	what symptoms ** REFER ** travelling 🔴 when something like	what symptoms ** REFER ** travelling 🔴 when something like	1235	1	what symptoms	REFER	travelling 🔴 when something like
2533	what ’s diff flu colds ** CAUSE-SMT ** viruses similar symptoms	what ’s diff flu colds ** CAUSE-SMT ** viruses similar symptoms	948	1	what ’s diff flu colds	CAUSE-SMT	viruses similar symptoms
2534	what ’s reported experts ** AFFIRM ** severity china virus misreported the true sc	what ’s reported experts ** AFFIRM ** severity china virus misreported the true sc	754	3	what ’s reported experts	AFFIRM	severity china virus misreported the true sc
2535	white house ** SHOW ** new rul	white house ** SHOW ** new rul	1767	1	white house	SHOW	new rul
2536	whn ** DECREE_DECLARE ** allowing 7hrs outgoin	whn ** DECREE_DECLARE ** allowing 7hrs outgoin	1644	1	whn	DECREE_DECLARE	allowing 7hrs outgoin
2537	who ** AFFIRM ** coronavirus outbreak ' global emergency ' foxbusiness	who ** AFFIRM ** coronavirus outbreak ' global emergency ' foxbusiness	645	1	who	AFFIRM	coronavirus outbreak ' global emergency ' foxbusiness
2538	who ** AFFIRM ** it ’s premature	who ** AFFIRM ** it ’s premature	1508	1	who	AFFIRM	it ’s premature
2539	who ** CONTINUE ** guidance range topics	who ** CONTINUE ** guidance range topics	439	1	who	CONTINUE	guidance range topics
2540	who ** CONTINUE ** guidance 🏥 infection prevention control health care new coronavirus infection	who ** CONTINUE ** guidance 🏥 infection prevention control health care new coronavirus infection	1056	2	who	CONTINUE	guidance 🏥 infection prevention control health care new coronavirus infection
2541	who ** DECREE_DECLARE ** public heath emergency wuhancoronavirus coronavirusoutbreak	who ** DECREE_DECLARE ** public heath emergency wuhancoronavirus coronavirusoutbreak	646	4	who	DECREE_DECLARE	public heath emergency wuhancoronavirus coronavirusoutbreak
2542	who ** DECREE_DECLARE ** public heath emergency wuhancoronavirus coronavirusoutbreak	who ** THINK ** who making mistake declaring public heath emergency wuhancoronavirus coronavirusoutbreak	646	4	who	DECREE_DECLARE	public heath emergency wuhancoronavirus coronavirusoutbreak
2543	who ** EXTEND ** emergency talks	who ** EXTEND ** emergency talks	1685	1	who	EXTEND	emergency talks
2544	who ** FOLLOW_SUPPORT_SPONSOR_FUND ** new	who ** FOLLOW_SUPPORT_SPONSOR_FUND ** new	1621	2	who	FOLLOW_SUPPORT_SPONSOR_FUND	new
2545	who ** KNOW ** what ’s done	who ** KNOW ** what ’s done	191	1	who	KNOW	what ’s done
2546	who ** MEET ** officials	who ** MEET ** officials	1123	1	who	MEET	officials
2547	who ** NAME ** coronavirus outbreak	who ** NAME ** coronavirus outbreak	1017	1	who	NAME	coronavirus outbreak
2548	who ** POSSESS ** virus 2018	who ** POSSESS ** virus 2018	949	12	who	POSSESS	virus 2018
2549	who ** PRESS_PUSH_FOLD ** conference	who ** PRESS_PUSH_FOLD ** conference	1124	1	who	PRESS_PUSH_FOLD	conference
2550	who ** REFUSE ** declare international public health emergency coronavirus outbreak	who ** AFFIRM ** ' too early ' declare coronavirus outbreak international emergency coronavirusoutbreak	1016	10	who	REFUSE	declare international public health emergency coronavirus outbreak
2551	who ** REFUSE ** declare international public health emergency coronavirus outbreak	who ** AFFIRM ** announcing * not * currently declare coronavirus outbreak	1016	10	who	REFUSE	declare international public health emergency coronavirus outbreak
2552	who ** REFUSE ** declare international public health emergency coronavirus outbreak	who ** REFUSE ** declare international public health emergency coronavirus outbreak	1016	10	who	REFUSE	declare international public health emergency coronavirus outbreak
2553	who ** REFUSE ** declare international public health emergency coronavirus outbreak	who officials ** DECIDE_DETERMINE ** whether coronavirus outbreak constitutes global health crisis	1016	10	who	REFUSE	declare international public health emergency coronavirus outbreak
2554	who ** REFUSE ** declare international public health emergency coronavirus outbreak	world health organisation ** AFFIRM ** too early consider coronavirus outbreak public health emergency international concern	1016	10	who	REFUSE	declare international public health emergency coronavirus outbreak
2555	who ** REFUSE ** declare international public health emergency coronavirus outbreak	world health organization ** DECIDE_DETERMINE ** declare coronavirus outbreak pu	1016	10	who	REFUSE	declare international public health emergency coronavirus outbreak
2556	who ** REFUSE ** declare international public health emergency coronavirus outbreak	world health organization ** DECREE_DECLARE ** coronavirus outbreak pu	1016	10	who	REFUSE	declare international public health emergency coronavirus outbreak
2557	who ** REFUSE ** declare international public health emergency coronavirus outbreak	world health organization committee ** SPEAK ** news conference coronavirus outbreak	1016	10	who	REFUSE	declare international public health emergency coronavirus outbreak
2558	who ** REPRESENT ** super spread	who ** REPRESENT ** super spread	1125	1	who	REPRESENT	super spread
2559	who ** SHOW ** various symptoms wuhan coronavirus	symptoms deadly wuhan coronavirus ** CAUSE-MENTAL-STATE ** wuhancoronavirus	797	4	who	SHOW	various symptoms wuhan coronavirus
2560	who ** SHOW ** various symptoms wuhan coronavirus	who ** SHOW ** various symptoms wuhan coronavirus	797	4	who	SHOW	various symptoms wuhan coronavirus
2561	who ** SPEAK ** global public health emergency	the world health organisation ’s emergency committee ** AFFIRM ** “ too early ” declare international public h	682	5	who	SPEAK	global public health emergency
2562	who ** SPEAK ** global public health emergency	who ** SPEAK ** global public health emergency	682	5	who	SPEAK	global public health emergency
2563	who ** SPEAK ** global public health emergency	world health organization ** DECIDE_DETERMINE ** declare global health emergency yet	682	5	who	SPEAK	global public health emergency
2564	who ** SPEAK ** wuhancoronavirus global emergency	who ** SPEAK ** wuhancoronavirus global emergency	713	1	who	SPEAK	wuhancoronavirus global emergency
2565	who ** SUBJECTIVE-JUDGING ** international public health emergency blocks taiwan attendance	who ** SUBJECTIVE-JUDGING ** international public health emergency blocks taiwan attendance	686	1	who	SUBJECTIVE-JUDGING	international public health emergency blocks taiwan attendance
2566	who ** THINK ** bat soup would good	who ** THINK ** bat soup would good	192	1	who	THINK	bat soup would good
2567	who convened first emergency committee meeting ** CAUSE-SMT ** novel coronavirus	who convened first emergency committee meeting ** CAUSE-SMT ** novel coronavirus	1018	1	who convened first emergency committee meeting	CAUSE-SMT	novel coronavirus
2568	who declines declare international public health emergency coronavirus outbreak ** PROPOSE ** exit screening	who declines declare international public health emergency coronavirus outbreak ** PROPOSE ** exit screening	1057	2	who declines declare international public health emergency coronavirus outbreak	PROPOSE	exit screening
2569	who extends emergency talks new coronavirus outbreak ** AFFIRM ** info shared immediately actions taken immediately	who extends emergency talks new coronavirus outbreak ** AFFIRM ** info shared immediately actions taken immediately	1058	1	who extends emergency talks new coronavirus outbreak	AFFIRM	info shared immediately actions taken immediately
2570	who manufactured ** LIBERATE_ALLOW_AFFORD ** wuhan virus	who manufactured ** LIBERATE_ALLOW_AFFORD ** wuhan virus	755	1	who manufactured	LIBERATE_ALLOW_AFFORD	wuhan virus
2571	who representative beijing ** SPEAK ** it ’s impossible predict impacts quaran	who representative beijing ** SPEAK ** it ’s impossible predict impacts quaran	316	1	who representative beijing	SPEAK	it ’s impossible predict impacts quaran
2572	wife ** OBTAIN ** game streets	wife ** OBTAIN ** game streets	489	2	wife	OBTAIN	game streets
2573	wife ** OBTAIN ** her	wife ** OBTAIN ** her	135	2	wife	OBTAIN	her
2574	wild china ** REACT ** virus outbreak america	wild china ** REACT ** virus outbreak america	781	1	wild china	REACT	virus outbreak america
2575	wolves rats ** EAT_BITE ** china	wolves rats ** EAT_BITE ** china	598	2	wolves rats	EAT_BITE	china
2576	woman ** CARRY_TRANSPORT ** ambulance fully protected medical staff	woman ** CARRY_TRANSPORT ** ambulance fully protected medical staff	440	12	woman	CARRY_TRANSPORT	ambulance fully protected medical staff
2577	woman ** ENJOY ** bat	woman ** ENJOY ** bat	26	2	woman	ENJOY	bat
2578	woman begging ** HELP_HEAL_CARE_CURE ** hospital overwhelmed anxious patients china	woman begging ** HELP_HEAL_CARE_CURE ** hospital overwhelmed anxious patients china	395	1	woman begging	HELP_HEAL_CARE_CURE	hospital overwhelmed anxious patients china
2579	women ** TAKE ** vitamin folic acid	women ** TAKE ** vitamin folic acid	1509	1	women	TAKE	vitamin folic acid
2580	word china ** AFFIRM ** coronavirusoutbreak	word china ** AFFIRM ** coronavirusoutbreak	882	1	word china	AFFIRM	coronavirusoutbreak
2581	words ** PUBLISH ** newspaper	words ** PUBLISH ** newspaper	1126	1	words	PUBLISH	newspaper
